gene_id,Oxy_rep3,Control_rep1,Control_rep2,Control_rep3,CoCl2_rep1,CoCl2_rep2,CoCl2_rep3,Oxy_rep1,Oxy_rep2
LOC107986548,0,0,0,0,0,0,0,0,1
LOC107986549,0,0,0,0,0,0,0,0,0
LOC107986550,0,0,0,0,1,0,4,0,0
LOC107986552,0,0,0,0,0,0,0,0,0
LOC107986555,0,1,0,0,0,0,0,0,0
LOC107986556,7.829,9.895,8.978,3.569,3.824,7.953,21.236,9.057,11.946
LOC107986557,0,0,1,1,1,1,0,1,0
LOC107986558,9,17,15,18,16.644,22,28,25,21
LOC107986559,0,0,0,0,0,0,0,0,0
LOC107986560,0,0,0,0,0,0,0,0,0
LOC107986561,0,0,0,0,0,0,0,0,0
LOC107986562,0,0,0,0,0,1,0,0,0
LOC107986564,0,0,0,0,0,0,0,0,0
LOC107986567,0,0,0,0,0,0,2,0,1
LOC107986570,0,0,0,0,1,3,5,0,0
LOC107986571,8.674,2.003,4.482,7.911,1.059,2.075,3.189,12.76,24.024
LOC107986573,0,0,0,0,0,0,0,0,0
LOC107986575,0,0,1,0,0,1,0,0,0
LOC107986578,1.099,0,0,1.04,0,0,0,0,0
LOC107986579,0,0,0,0,0,0,0,0,0
LOC107986583,7.578,0,0,0,36.084,22.469,21.622,7.49,0
LOC107986586,0,0,0,0,0,0,0,0,0
LOC107986586_1,0,0,0,0,0,0,0,0,0
LOC107986590,0,0,0,0,0,0,0,0,0
LOC107986594,0,0,0,0,0,0,0,0,0
LOC107986595,0,0,0,0,0,0,0,0,0
LOC107986596,0,0,0,1.403,0,0,0,1.171,0
LOC107986599,1.047,0,0,0,0,0,2.274,1.056,0
LOC107986601,0,0,0,0,0,0,0,0,0
LOC107986602,0,0,0,0,0,0,0,0,0
LOC107986606,0,0,0,0,0,0,1,0,0
LOC107986607,0,0,0,0,0,0,0,0,0
LOC107986608,0,0,0,0,0,0,0,0,0
LOC107986610,0,0,0,0,0,0,0,0,0
LOC107986611,0,0,0,0,0,0,0,0,0
LOC107986613,0,1,1,0,0,0,0,0,0
LOC107986614,0,0,0,0,0,0,0,0,0
LOC107986617,1,5,9,5,2,5,1,5,2
LOC107986619,0,0,0,0,0,1,0,0,0
LOC107986620,0,0,0,0,1,0,1,0,0
LOC107986621,0,0,0,0,0,0,0,0,0
LOC107986623,0,0,0,0,0,0,0,0,0
LOC107986624,0,0,0,0,0,0,0,0,0
LOC107986625,0,0,0,0,0,0,0,0,0
LOC107986626,0,0,0,0,0,0,0,0,0
LOC107986627,0,0,0,0,0,0,0,0,0
LOC107986629,0,0,0,0,1,0,0,0,1
LOC107986631,0,1,0,0,0,0,0,0,0
LOC107986632,1,1,0,0,0,1,1,4,0
LOC107986633,0,0,0,0,0,0,0,0,0
LOC107986634,0,0,0,0,0,0,0,0,0
LOC107986635,1,0,0,0,0,0,0,0,0
LOC107986636,0,0,0,0,0,0,0,0,0
LOC107986637,0,0,0,0,1,1,0,0,0
LOC107986638,0,0,0,0,0,0,1,0,0
LOC107986639,0,0,0,0,7,5,13,0,0
LOC107986640,0,0,0,0,0,0,0,0,0
LOC107986642,1,1,0,0,0,0,1,0,0
LOC107986644,0,1,0,1,0,2,4.009,1,1
LOC107986650,0,1,1,2,0,0,0,0,0
LOC107986651,0,0,0,0,2,0,3,0,0
LOC107986652,0,0,0,0,0,0,0,0,0
LOC107986654,0,0,0,0,0,0,0,0,0
LOC107986656,2,5,1,6,3,0,0,0,2
LOC107986659,0,1,0,0,1,0,0,0,1
LOC107986660,3,5,2,5,13,13,12,4,7
LOC107986661,0,0,0,0,0,0,0,0,0
LOC107986663,0,0,0,0,0,0,0,0,1
LOC107986667,0,0,0,0,0,0,0,0,0
LOC107986668,0,0,0,1,0,0,3,2,0
LOC107986668_1,0,0,0,0,0,0,0,0,0
LOC107986669,0,7,2,1,5,2,1,2,3
LOC107986671,0,0,0,0,0,0,0,0,0
LOC107986672,0,0,0,0,0,0,0,0,0
LOC107986673,0,1,1,2,3,3,7,0,0
LOC107986674,1,2,5,2,0,0,1,1,2
LOC107986675,0,0,0,0,0,0,0,0,0
LOC107986676,0,0,0,0,0,0,0,0,0
LOC107986676_1,1,0,1,1,0,0,0,0,1
LOC107986699,1,0,1,2,1,0,0,1.003,1
LOC107986707,1,0,1,2,4,4,8,3,6
LOC107986709,2,0,1,1,0,0,0,0,0
LOC107986710,15.063,10.081,12.079,6.036,14.087,9.05,14.088,14.084,17.084
LOC107986715,15,12,14,14,15,18,18,13,13
LOC107986716,0,0,0,0,0,0,0,0,0
LOC107986717,2,2,3,2.181,0,0,2,1.015,3
LOC107986719,0,0,0,0,0,0,0,0,0
LOC107986720,0,0,0,0,0,0,0,0,0
LOC107986721,0,0,0,0,0,0,0,0,0
LOC107986722,0,0,0,0,0,0,0,0,0
LOC107986733,3,0,5,2,4,3,4,4,1
LOC107986734,0,0,0,0,0,0,0,0,0
LOC107986735,0,0,0,0,0,0,0,0,0
LOC107986736,0,0,0,0,0,0,0,0,0
LOC107986738,0,0,0,0,0,0,0,0,0
LOC107986741,0,0,0,0,0,0,0,0,0
LOC107986742,1,1,0,0,0,0,1,0,0
LOC107986743,0,0,0,0,0,0,0,0,0
LOC107986744,0,0,0,0,0,0,0,0,0
LOC107986745,0,0,0,0,0,0,0,0,0
LOC107986746,0,0,0,0,0,0,0,0,0
LOC107986747,0,0,0,0,0,0,0,0,0
LOC107986749,0,0,0,0,0,0,0,0,0
LOC107986750,0,0,0,0,0,0,0,0,0
LOC107986759,0,0,0,0,0,1,0,1,0
LOC107986760,11,12,11,8,1,0,0,20,19
LOC107986763,4.001,2,0,0,1,0,0,4,4
LOC107986764,10,3,6,5,55,42,59,7,7
LOC107986766,0,0,0,0,0,0,0,0,0
LOC107986767,0,1,1,1,2,2,1,1,0
LOC107986768,0,0,1,0,1.002,0,1.001,0,0
LOC107986770,8,10,18,10,0,5,7,7,9
LOC107986772,1,0,0,0,1,1.001,0,1,1
LOC107986773,0,0,0,0,0,0,0,0,0
LOC107986774,0,0,0,0,0,0,1,0,0
LOC107986775,0,0,0,0,0,0,0,0,0
LOC107986776,0,0,0,0,0,1,3,2,2
LOC107986777,0,0,0,0,0,0,1,0,0
LOC107986781,0,0,0,0,0,0,0,0,0
LOC107986782,0,0,0,0,0,0,0,0,0
LOC107986785,6,3,14,7,4,3,4,10,10
LOC107986787,0,0,0,0,0,0,0,0,0
LOC107986789,0,0,0,0,0,0,0,0,0
LOC107986790,0,0,0,0,0,0,0,0,0
LOC107986794,0,0,0,1.127,0,0,8.698,0,1.214
LOC107986796,0,0,0,0,0,1,0,0,0
LOC107986800,4.378,1.738,1.324,0,8.79,5.187,8.877,1.495,8.263
LOC107986812,0,0,0,0,0,0,0,0,0
LOC107986813,1,0,0,0,0,0,0,0,1
LOC107986815,0,0,0,0,0,0,0,0,0
LOC107986816,0,0,0,0,1.027,1,0,0,0
LOC107986817,0,0,0,0,0,0,0,0,0
LOC107986819,10,7,10,8.05,2,3,0,10,3
LOC107986820,14,7,13,9,54,44,60,10,23
LOC107986821,0,0,0,0,0,0,0,0,0
LOC107986822,37,32,49,28,35,22,38,41,45
LOC107986823,0,1,1,1,0,0,0,0,0
LOC107986825,0,0,0,0,0,0,0,0,0
LOC107986826,0,0,0,0,0,0,0,0,0
LOC107986829,1,0,0,0,0,1,0,1,0
LOC107986832,1,9,4,7,3,4,3,1,2
LOC107986833,1,1,3,0,1,0,0,0,1
LOC107986834,0,0,0,0,0,0,0,0,0
LOC107986835,0,0,0,0,0,0,0,0,0
LOC107986836,0,0,0,0,0,0,1,0,0
LOC107986837,0,0,0,0,0,0,1,0,0
LOC107986838,1,0,2,0,3,0,0,1,0
LOC107986840,0,0,0,0,0,0,0,0,0
LOC107986841,0,0,0,0,0,0,0,0,0
LOC107986843,0,0,0,0,0,0,0,0,0
LOC107986845,0,0,0,0,0,0,0,0,0
LOC107986847,4.132,1,0,0,2,1.008,2,3.286,2.022
LOC107986849,1,22,31,18,2,0,1,6,6
LOC107986852,13,21,24,21,6,12,4,10,27
LOC107986853,0,0,0,0,0,0,0,0,0
LOC107986854,0,0,0,0,0,1,0,0,0
LOC107986855,0,0,0,0,0,0,0,0,0
LOC107986856,15,9,14,13,1,4,3,15,14
LOC107986858,3,1,0,2,3,0,2,2,2
LOC107986860,0,0,0,0,0,0,0,0,0
LOC107986864,0,0,2,1,0,1,1,1,1
LOC107986865,0,0,0,0,0,0,0,0,0
LOC107986868,0,0,0,0,1,0,0,0,0
LOC107986872,0,0,0,0,0,0,0,0,0
LOC107986876,18.108,3.776,6.696,3.024,41.624,28.679,29.248,27.542,2.169
LOC107986882,0,0,0,0,0,0,0,0,0
LOC107986883,0,0,0,0,0,0,0,0,0
LOC107986884,0,0,1,0,0,0,1,0,1
LOC107986885,0,0,0,0,0,0,0,0,0
LOC107986886,0,0,0,0,0,0,0,0,0
LOC107986887,0,0,0,0,0,0,0,0,0
LOC107986888,0,1,2,1,0,0,0,1,0
LOC107986890,0,0,0,0,0,0,0,0,0
LOC107986891,0,0,0,0,0,0,0,0,0
LOC107986892,0,0,0,0,0,0,0,0,0
LOC107986893,0,0,0,0,0,0,0,0,0
LOC107986894,8,2,3,0,2,0,3,3,1
LOC107986895,0,0,0,0,0,0,0,0,0
LOC107986896,2,0,0,0,1,0,0,1,1
LOC107986897,0,0,0,0,0,0,0,0,0
LOC107986898,0,0,0,0,0,0,0,1,1
LOC107986899,0,0,0,0,0,0,0,0,0
LOC107986901,0,0,0,0,0,0,0,0,0
LOC107986902,0,0,0,0,0,0,0,0,0
LOC107986903,0,0,0,0,0,0,0,0,0
LOC107986904,0,0,0,0,0,0,0,0,0
LOC107986905,0,0,0,0,0,0,0,0,0
LOC107986906,0,0,0,0,0,0,1,0,0
LOC107986907,0,0,0,0,0,0,0,0,0
LOC107986908,0,0,0,0,0,0,0,0,0
LOC107986909,0,0,0,0,0,0,0,0,0
LOC107986909_1,0,1,0,0,0,1,1,0,1
LOC107986910,0,3.072,0,0,0,1,0,0,0
LOC107986910_1,0,0,0,1.891,0,0,0,2.06,0
LOC107986913,7.324,2.893,7.507,0,0,0,0,2.836,0
LOC107986913_1,31.676,25.108,21.493,22,10,10,10,39.163,36
LOC107986918,0,0,0,0,0,0,0,1,0
LOC107986919,0,0,0,0,0,0,0,0,0
LOC107986920,0,1,0,1,0,1,0,1,1
LOC107986921,0,0,0,0,0,0,0,0,0
LOC107986922,0,0,0,1,0,0,0,0,0
LOC107986924,1,1,1,3,3,1,6,2,3
LOC107986925,1,2,0,1,1,0,0,2,0
LOC107986926,0,0,0,0,0,0,0,0,0
LOC107986930,0,0,0,0,0,0,0,0,0
LOC107986931,0,0,0,0,0,0,2,0,0
LOC107986932,0,0,0,0,0,0,0,0,0
LOC107986933,0,0,0,0,0,0,0,0,0
LOC107986934,2,0,0,0,1,1,3,0,1
LOC107986935,0,0,0,0,1,0,0,0,0
LOC107986938,0,0,3.048,0,0,1.006,0,0,0
LOC107986939,0,0,1,0,2,1,2,1,0
LOC107986940,0,0,0,0,1,0,0,0,0
LOC107986941,0,0,0,0,0,0,0,0,0
LOC107986941_1,0,0,0,0,0,0,0,0,0
LOC107986942,0,0,0,0,0,0,0,0,0
LOC107986943,0,0,0,0,1,1,0,0,0
LOC107986945,0,1,0,1,0,0,0,0,0
LOC107986946,0,3,1,4,5,5,6,0,1
LOC107986949,3,10,9,2,5,9,7,7,2
LOC107986950,0,0,0,0,0,0,0,0,0
LOC107986951,1,0,0,0,1,1,1,0,0
LOC107986952,0,0,0,0,0,0,0,0,0
LOC107986953,0,0,0,0,0,0,0,0,0
LOC107986954,0,0,0,0,0,0,0,0,0
LOC107986955,0,0,0,0,0,0,1,0,0
LOC107986956,0,0,0,0,0,0,0,0,0
LOC107986957,0,0,0,0,0,0,0,0,0
LOC107986964,0,1.659,0,1.547,0,0,0,1.839,0
LOC107986965,0,0,0,0,0,0,0,0,0
LOC107986966,0,0,0,0,0,0,0,0,0
LOC107986968,0,0,0,0,0,0,1,1.579,0
LOC107986970,1,0,1,1,0,0,0,0,0
LOC107986972,0,0,0,0,0,0,0,0,0
LOC107986976,0,0,0,0,0,0,0,0,0
LOC107986978,0,0,0,0,0,0,0,0,0
LOC107986979,0,0,0,0,0,0,0,0,0
LOC107986981,5,4,3,5,3,3,4,11,8
LOC107986982,3,7.246,6,5,18,16,18,5,9.116
LOC107986985,31,51,47,44,47,26,45,38,34
LOC107986986,2,4,5.108,3.005,4.275,0,3.001,2.073,0
LOC107986986_1,0,0,0,0,0,0,0,0,0
LOC107986990,0,0,0,0,0,0,0,0,0
LOC107986992,0,0,0,0,0,0,0,0,0
LOC107986993,0,0,0,0,0,0,0,0,0
LOC107986995,0,0,0,0,0,0,0,0,0
LOC107986997,0,2,3,1.046,0,0,1,1.002,1
LOC107987000,0,0,0,0,0,1,0,0,0
LOC107987003,0,0,0,0,0,0,0,0,0
LOC107987004,0,0,0,0,0,0,0,0,0
LOC107987007,3,2,1,5,1,1,3,0,2
LOC107987008,0,0,0,0,0,0,0,0,0
LOC107987009,0,0,0,0,0,0,0,0,0
LOC107987011,0,0,0,0,0,1,0,0,0
LOC107987012,0,0,0,0,0,0,0,0,0
LOC107987013,0,0,0,0,0,0,0,0,0
LOC107987014,1,2,1,0,0,0,0,0,0
LOC107987016,0,0,0,0,0,0,0,0,0
LOC107987020,1,1,0,0,1,0,0,0,0
LOC107987025,0,0,1,0,0,0,0,0,0
LOC107987026,8.29,5.503,7.91,6.558,14.707,9.749,7.549,5.89,11.152
LOC107987027,0,0,0,0,0,0,0,0,0
LOC107987028,0,0,0,0,0,0,0,0,0
LOC107987029,0,0,0,0,0,0,0,0,0
LOC107987031,0,0,0,0,0,0,0,0,0
LOC107987032,0,0,0,0,0,0,0,0,0
LOC107987033,0,0,0,0,1,0,0,0,0
LOC107987037,0,0,0,0,0,0,0,0,0
LOC107987038,0,0,0,0,0,0,0,0,0
LOC107987039,0,0,0,0,0,0,0,0,0
LOC107987040,0,0,0,0,0,0,0,0,0
LOC107987042,18.025,8.162,3.047,5.145,1.024,0.987,5.079,5.089,6.232
LOC107987043,4,2,2,0,3,4,6.999,2,3
LOC107987046,0,0,1.042,0,0,0,0,0,0
LOC107987049,0,0,0,1,0,0,0,0,0
LOC107987051,0,0,0,0,0,0,0,0,0
LOC107987053,0,0,0,1,1,0,2,0,0
LOC107987054,19.411,21.402,36.052,25.468,27.995,18.107,30.199,22.424,21.247
LOC107987056,0,0,0,0,0,0,0,0,0
LOC107987059,3,0,0,0,1,1,1,0,1
LOC107987060,0,1,1,0,0,1,1,0,0
LOC107987061,0,0,0,0,0,0,0,0,0
LOC107987064,0,1,1,0,0,0,1,1,0
LOC107987065,0,0,0,0,0,0,0,0,0
LOC107987067,0,0,0,0,0,0,0,0,0
LOC107987068,1,1,0,1.465,0,0,0,0,1.465
LOC107987069,0,1.022,0,0,0,0,0,0,0
LOC107987071,0,0,0,0,0,0,0,0,2.229
LOC107987073,0,0,0,0,0,0,0,0,0
LOC107987077,1,0,0,0,0,0,0,0,0
LOC107987078,0,0,0,0,0,0,0,0,0
LOC107987079,0,0,0,0,0,0,0,0,0
LOC107987081,2,1.009,2,0,2.072,1.043,2,1,3.011
LOC107987083,0,0,1,0,0,0,1,0,2
LOC107987084,0,0,0,0,0,0,0,0,0
LOC107987085,0,0,0,0,0,0,0,0,0
LOC107987086,0,0,0,1,0,0,1,0,0
LOC107987087,0,0,0,0,0,0,0,0,0
LOC107987088,0,0,2,0,0,1,0,0,0
LOC107987091,7,2,5,2,1,1,3,2,4
LOC107987094,0,0,0,0,0,0,1,2,0
LOC107987095,4,6,4,6,12,4,10,3.025,8
LOC107987097,3,5,4,6,6,1,5,3,6
LOC107987099,0,0,0,0,0,0,0,0,0
LOC107987100,6,8,9,4,28,15,19,17.46,14.001
LOC107987101,5,6.426,4,4.868,1,4,2.458,1,3
LOC107987102,5.438,10.317,6.451,6.626,3.474,8.827,9.963,16.421,14.468
LOC107987103,0,0,0,0,0,0,0,0,0
LOC107987104,6.49,4.366,3,2,1,0,2.294,6,4.428
LOC107987105,0,0,1,0,1,0,1,0,0
LOC107987107,1,1,0,0,0,0,0,0,0
LOC107987108,0,0,1,0,0,1,1,0,0
LOC107987109,3,2,1,4,0,0,0,1,0
LOC107987110,1,1,0,0,0,0,0,0,1
LOC107987111,3,8,8.999,3,6,4,5,3,3
LOC107987112,1,0,0,0,1,0,0,0,1
LOC107987114,0,0,0,0,0,0,0,0,0
LOC107987115,0,0,1,0,0,1,1.018,0,0
LOC107987116,2,3,2,3,1,2,3,2,2
LOC107987119,1,0,0,3,2,6,9,3,5
LOC107987120,0,1,0,1,0,0,3,0,1
LOC107987121,1,1,0,0,1,1,3,1,0
LOC107987122,1.706,0,1.008,0,65,38.993,65.161,2.611,2
LOC107987123,0,0,0,0,0,0,0,0,0
LOC107987125,0,0,0,0,0,0,0,0,0
LOC107987126,7,7,10,9,6,0,3,4,3
LOC107987129,0,0,0,1,0,0,0,3,0
LOC107987132,0,0,0,0,0,1,1,0,0
LOC107987133,0,0,0,0,0,0,0,0,0
LOC107987134,1,6.924,7,5,0,2,0,1,4.525
LOC107987137,1,0,0,0,1,1,0,0,0
LOC107987138,0,0,0,0,0,0,0,0,0
LOC107987140,9,2,3,0,1,2,1,7,3
LOC107987142,15,16,11,9,2,7,7,14,9
LOC107987143,2,5,1,4,3,1,6,0,5
LOC107987146,0,0,0,0,0,0,0,0,0
LOC107987151,0,0,0,0,0,1,0,0,0
LOC107987157,0,1,0,0,0,0,0,0,0
LOC107987160,0,0,1,1,1,0,0,0,0
LOC107987164,0,0,0,0,0,0,1,0,0
LOC107987165,0,0,0,0,0,0,0,0,0
LOC107987166,1,1.188,3,0,1,0,1,2,0
LOC107987169,19.003,21.649,19.006,14.256,5.07,0,4.104,20.003,18.132
LOC107987170,0,1.445,0,0,0,0,0,0,1
LOC107987171,14.255,7.383,17.192,12.402,6.502,0,0,14.968,20.126
LOC107987176,0,0,0,0,0,0,0,0,0
LOC107987177,0,0,0,0,0,0,0,0,0
LOC107987178,1,0,0,0,1,1,1,1,4
LOC107987180,0,0,0,1,0,0,0,0,0
LOC107987182,0,0,0,0,0,1,0,0,0
LOC107987187,0,0,0,0,0,0,0,1.796,0
LOC107987189,0,0,0,0,0,0,0,0,0
LOC107987190,0,0,0,0,0,0,0,0,0
LOC107987191,0,0,0,0,0,0,0,0,0
LOC107987192,4,1,2,2,3,2,2,1,0
LOC107987192_1,0,0,0,0,0,0,0,0,4
LOC107987207,0,0,0,0,0,0,0,0,0
LOC107987209,60.892,49.263,52.675,58.534,81.24,77.122,108.087,73.953,61.604
LOC107987221,0,0,0,0,0,0,0,0,0
LOC107987223,0,0,0,0,0,0,1.009,0,0
LOC107987224,0,0,0,0,0,0,0,0,0
LOC107987227,0,0,0,0,0,0,0,0,0
LOC107987228,57,103,86,59,7,5,6,64,59
LOC107987234,13.061,23.478,10.887,37,12.578,0,41,43,50
LOC107987234_1,10.939,0,30.113,0,12.422,12,0,0,0
LOC107987236,0,0,0,0,0,0,0,0,0
LOC107987240,0,0,0,0,0,0,0,0,0
LOC107987243,0,0,0,0,0,2,3,0,1
LOC107987244,1.3,2.766,2.702,2.701,17.567,13.991,19.258,2.633,0
LOC107987245,37.57,31.279,29.673,19.297,48.652,45.338,60.381,42.466,57.397
LOC107987246,0,0,0,0,0,0,0,0,0
LOC107987247,0,0,0,0,0,0,0,0,0
LOC107987262,0,0,0,1,0,0,0,0,0
LOC107987266,9.387,11.856,9.838,9.201,26.043,20.147,25.61,17.328,13.966
LOC107987269,14.504,24.724,23.31,20.055,67.247,43.619,41.482,29.727,15.966
LOC107987270,0,0,0,0,0,0,0,0,0
LOC107987272,21.185,32.214,39.453,34.155,8.993,11.455,7.781,25.059,40.704
LOC107987280,2,7,11,4,5,5,6,8,8
LOC107987282,0,0,0,0,0,1,0,0,0
LOC107987284,0,0,0,0,0,0,0,0,0
LOC107987288,0,0,0,2.432,0,0,0,0,0
LOC107987292,0,0,0,0,0,1,0,0,0
LOC107987299,8,2,4,2,6.039,4,10.047,8.016,7.03
LOC107987300,1,0,0,0,0,0,1,2,1
LOC107987303,0,0,0,0,0,0,0,0,0
LOC107987311,0,0,0,0,0,0,0,0,0
LOC107987323,4.111,4.331,8.769,2,4,0,1,6.397,4
LOC107987325,0,0,0,0,0,0,0,0,0
LOC107987331,0,0,0,0,0,0,0,0,0
LOC107987334,0,0,0,0,3,1,0,1,0
LOC107987338,0,0,0,0,0,0,0,0,0
LOC107987339,0,0,0,0,0,0,0,0,0
LOC107987340,0,0,0,0,0,0,0,0,0
LOC107987342,0,0,0,0,0,0,0,0,0
LOC107987343,0,0,0,0.879,0,0,0,0,0
LOC107987346,0,0,0,0,0,0,0,0,0
LOC107987347,0,0,0,0,0,0,0,0,0
LOC107987348,0,0,0,0,0,0,0,0,0
LOC107987349,0,0,0,0,0,0,0,0,0
LOC107987350,0,0,0,0,0,0,0,0,0
LOC107987353,0,0,0,0,0,0,0,0,0
LOC107987354,0,0,0,0,0,0,0,0,0
LOC107987355,0,0,0,0,0,0,0,0,0
LOC107987356,0,0,0,0,0,0,0,0,0
LOC107987357,0,0,0,0,0,0,0,0,0
LOC107987359,0,0,0,0,0,0,0,0,0
LOC107987365,0,0,0,0,0,0,0,0,0
LOC107987366,22.344,51.64,63.746,48.71,50.842,33.91,44.975,37.265,40.338
LOC107987370,0,0,0,0,0,0,0,0,0
LOC107987371,0,0,0,0,0,0,0,0,0
LOC107987372,1,1,0,0,0,0,0,0,1
LOC107987382,0,0,0,0,0,1,0,0,0
LOC107987384,0,0,0,0,0,0,0,0,0
LOC107987386,0,0,0,0,0,0,0,0,0
LOC107987389,0,0,0,0,0,0,0,1,0
LOC107987392,21.745,35.375,34.706,21.407,86.904,54.233,87.755,36.622,24.988
LOC107987393,6.215,5.43,7.115,13.16,15.136,9.344,10.168,8.895,6.934
LOC107987401,5.268,5.589,3.986,6.489,5.144,4.215,3.882,11.524,5.419
LOC107987405,0,0,0,0,0,0,0,0,0
LOC107987407,1,3,0,1,1.155,1,5.712,0,2.907
LOC107987412,0,0,0,0,0,0,0,0,0
LOC107987413,0,0,2,0,2.223,0,0,1,0
LOC107987414,0,0,0,0,3,0,6,0,0
LOC107987417,13,14.462,14,5.593,3,0,2,10,19
LOC107987417_1,0,2.538,0,2.407,0,2,0,0,0
LOC107987418,0,0,0,0,0,0,0,0,0
LOC107987419,0,0,0,0,0,0,0,0,0
LOC107987420,0,0,0,0,0,0,0,0,0
LOC107987421,0,0,0,0,0,0,0,0,0
LOC107987422,4.858,24.839,30.752,19.964,22.53,16.524,39.328,17.938,23.688
LOC107987423,198.584,89.696,0,163.449,192.542,198.217,222.11,189.387,72.287
LOC107987425,0,3.345,0,2.048,0,0,0,0,0
LOC107987426,0,0,0,0,0,0,0,0,0
LOC107987427,0,0,0,0,0,0,0,0,0
LOC107987429,0,0,0,0,0,0,1,0,0
LOC107987432,0,2.532,1.477,3.058,0.732,3.359,0,0.689,1.581
LOC107987433,5.467,0,0,0,0,0,0,0,0
LOC107987435,0,0,0,0,0,0,0,0,0
LOC107987435_1,2,7.004,13.001,5,5,5,6.004,7,8.001
LOC107987438,0,0,0,0,0,0,0,0,0
LOC107987440,0,0,0,0,0,1,0,0,0
LOC107987441,0,0,0,0,0,0,4,0,0
LOC107987443,0,0,0,0,1,0,0,0,0
LOC107987447,2,0,0,0,0,0,0,0,0
LOC107987457,8.407,0,4.416,5.389,11.675,7.63,25.714,9.42,4.439
LOC107987461,0,0,0,0,0,0,0,0,0
LOC107987462,0,0,0,0,0,0,0,0,1.071
LOC107987463,0,0,0,0,0,0,3,0,0
LOC107987463_1,0,0,1,0,0,0,0,0,1
LOC107987464,0,0,0,1.627,0,0,0,0,0
LOC107987467,0,0,0,0,0,0,0,0,0
LOC107987474,0,0,0,0,0,0,0,0,0
LOC107987478,8.233,13.624,19.512,4.075,5.188,4.399,7.539,19.991,18.156
LOC107987545,376.135,178.696,206.637,275.45,330.04,168.555,462.101,432.004,455.632
LOC110091768,0,0,0,2,2,0,0,0,0
LOC110091776,1.83,0,0,0,0,0,0,1.628,2.884
LOC110091777,6.037,6.028,7.016,9.023,6.095,1.007,5,7.051,7.018
LOC110384692,11,7.333,21.104,17,0,0,21,15.2,0
LOC112267855,0,0,0,0,1,1,0,0,0
LOC112267858,0,0,0,0,0,0,0,1,0
LOC112267859,0,0,0,0,0,0,0,0,0
LOC112267865,0,0,0,0,0,0,0,0,0
LOC112267868,35.021,49.404,45.723,39.897,18,14,21.062,36.043,44.071
LOC112267871,0,0.5,0,0,0,0,0,0,0
LOC112267871_1,0,0.5,0,0,0,0,0,0,0
LOC112267879,4,8,6,7,0,0,1,7,6
LOC112267881,0,0,0,0,0,0,0,0,0
LOC112267888,0,0,0,0,0,0,0,0,0
LOC112267890,0,0,0,0,0,0,0,0,0
LOC112267892,1,1,0,0,0,0,0,0,0
LOC112267895,1,0,0,0,0,0,0,0,0
LOC112267896,0,0,0,0,0,0,0,0,0
LOC112267897,0,0,0,0,0,0,0,0,0
LOC112267899,7,3,2,3,4,3,9,9,3
LOC112267900,0,0,0,0,0,0,0,0,0
LOC112267901,0,0,1,0,1,1,0,0,0
LOC112267902,0,0,0,0,0,0,0,0,0
LOC112267902_1,0,0,0,0,0,0,0,0,0
LOC112267902_2,0,0,0,0,0,0,0,0,0
LOC112267902_3,0,0,0,0,0,0,0,0,0
LOC112267903,0,0,0,0,0,0,0,0,1
LOC112267908,9,10,9,7,3,2,5,17,17
LOC112267909,6,7,6,10,8,7,10,8,7
LOC112267910,2.444,1,0,1.084,0,1,1.011,1.083,1.159
LOC112267914,0,0,0,0,0,0,0,0,0
LOC112267915,15.118,9.081,5.025,10.064,135.065,102.731,144.407,35.335,20.139
LOC112267917,1,0,2,0,3,0,0,2,2
LOC112267918,82.656,54.277,71.359,73.012,69.745,73.017,124.523,107.254,92.164
LOC112267932,7,8,8,5,2,6,3,11,8
LOC112267933,0,0,0,0,0,0,1,0,0
LOC112267934,0,0,0,0,0,0,0,0,0
LOC112267936,4,27.999,22,16,2,2.037,8,8,6
LOC112267937,1.637,1.227,3,1.189,2,2.784,0,0,2.681
LOC112267942,18.084,15.431,16.72,6.356,14.467,7.56,9.805,19.422,16.536
LOC112267944,0,0,0,0,0,0,0,0,0
LOC112267952,1,6,4,1,14,12,13,1,1
LOC112267955,2.005,0,2.006,1.003,0,1.002,2.007,1,0
LOC112267957,0,5,4,2,0,0,0,1,2
LOC112267962,0,0,0,0,0,0,0,0,0
LOC112267968,0,0,0,0,0,0,0,0,0
LOC112267969,0,0,0,0,0,0,0,0,0
LOC112267970,0,0,0,0,0,0,0,1.084,0
LOC112267974,4,5,5,6,0,0,3,4,8
LOC112267984,0,0,0,0,0,0,0,0,0
LOC112267986,0,1,2,0,0,0,0,0,0
LOC112267988,14.612,7.498,17,5,3.433,2.912,10.063,11,14.392
LOC112267988_1,6.602,0,0,0,0,0,0,0,0
LOC112267991,9,0,4,0,7,5,13,15,2
LOC112267992,16.776,8.492,8.332,10.463,7,1,1,18.395,11
LOC112267993,0,0,0,0,0,0,1,0,1
LOC112268009,13,12,21,18,14,14.943,20,18,17
LOC112268012,0,0,0,1,0,0,0,0,0
LOC112268015,0,2,0,0,0,0,0,0,2
LOC112268016,13,9,10,8.608,3,3,2,9,11.286
LOC112268017,0,0,0,0,0,0,0,0,0
LOC112268022,0,1,0,0,0,0,1,0,1
LOC112268023,0,1,0,0,0,0,0,0,0
LOC112268025,0,0,0,2,1,0,0,1,1
LOC112268027,0,0,0,0,0,0,0,0,0
LOC112268029,0,0,0,0,0,0,0,0,0
